,URL,Title,Text,Time
0,https://www.moneycontrol.com/news/business/november-was-weak-month-for-life-insurers-due-to-high-base-says-kotak-institutional-equities_14568721.html,"November was weak month for life insurers due to high base, says Kotak Institutional Equities","The month of November 2020 was weak for the life insurance business due to a high base, said a report by Kotak Institutional Equities. As per the report, private life insurers posted a 7 percent year-on-year (YoY) decline in individual annualised premium equivalent (APE) in November 2020., APE refers to 100 percent of regular premiums collected and 10 percent of single premium collection., The report said the APE increase of 14 percent YoY in October 2020 was on the back of a high base., , The country's largest insurer Life Insurance Corporation of India (LIC) reported high growth of 104 percent in individual APE during November 2019 due to sunset period of some of its key policies. On this high base, LIC reported 54 percent decline in November 2020., Among private insurers, HDFC Life, Max Life and Tata AIA performed better than the industry while ICICI Prudential Life and Aditya Birla Sun Life were weak., Other insurers like SBI Life and Bajaj Allianz Life were broadly in line with industry averages. The Kotak report said that equity mutual funds reported sharp outflows likely due to profit booking., , Among the different business segments, the share of single premium dropped to 47 percent in November 2020 from 50 percent in October 2020. The Kotak report said the marginal decline in share of single premiums likely indicates some moderation in pace of growth of annuity or lump sum payout products., , In the group business, the private players’ market share in group business was broadly flat month-on-month at 24 percent in November 2020. Among major private players, Bajaj Life, HDFC Life and SBI Life lost marginal marketshare in group business on a month-on-month basis while it increased for Aditya Birla Sun Life and ICICI Prudential Life.",no time
1,https://www.moneycontrol.com/news/stocks-views/hcl-tech-sun-pharma-among-10-largecap-names-that-can-give-8-30-returnsa-year_14512601.html,"HCL Tech, Sun Pharma among 10 largecap names that can give 8-30% returns in a year","The Indian market is teeming with positivity, thanks to improving macro, better Q2 earnings and encouraging reports on the vaccine front, and most market experts believe the positive momentum will continue in new Samvat 2077., Analysts and brokerage firms are bullish on market prospects as events such as the US election is over and positive reports on the vaccine front are giving hopes that soon COVID-19 will be under control., Improving macroeconomic indicators are also signalling bulls will have enough fodder for jumping higher., Global brokerage house Goldman Sachs has upgraded India to 'overweight' and raised Nifty's 2021-end target to 14,100., Goldman Sachs is of the view that the market has moved higher as investors gained confidence in improving economic momentum., Global brokerage firm Nomura is of the view that Nifty may hit the level of 13,640 by December 2021., Brokerages suggest the following 10 large-cap ideas that can give up to 30 percent in Samvat 2077. Take a look:, Brokerage: HDFC Securities, Cadila Healthcare | Buy | LTP: Rs 429.40 | Target price: Rs 508 | Upside: 18%, As per the brokerage firm, the company's domestic and wellness businesses should grow in the high single digits and low-mid teens, respectively., The stabilisation in the price erosion in the US generics business coupled with a strong pipeline would drive growth in the US business., It has reduced net debt by Rs 2700 crore to Rs 4030 crore through fundraising of Rs 1000 crore (at the Zydus Wellness level) and a better working capital cycle in H1FY21., ""We estimate revenue CAGR of 8 percent over FY20-22E led by strong growth from wellness business, US market and domestic formulations. We project 150bps margin expansion led by gross margin expansion and operational efficiencies over FY20-22E,"" said the brokerage., Healthy revenues, better operating performance and lower interest expenses could drive 16 percent PAT CAGR over the same period., United Spirits | Buy | LTP: Rs 553.25 | Target price: Rs 645 | Upside: 17%, United Spirits has been severely impacted by the pandemic due to government restrictions., United Spirits, being the market leader, is expected to recover faster than peers on the back of a recovery in trade business, increase in at-home consumption, festive season sales, resumption in duty-free sales and benign commodity inflation., ""We recommend a buy on the stock at the current market price and add on declines to Rs 510-491 for a target of Rs 645 valuing the company at 52 times FY22 EPS,"" said the company., Brokerage: Nirmal Bang’s Institutional Equities Research, HCL Technologies | Buy | LTP: Rs 830.50 | Target price: Rs 1,053 | Upside: 27%, The brokerage believes HCL Technologies will be an outsized beneficiary of the digital infrastructure build-out that has been catalyzed by the pandemic and which will likely be a 3-5 year opportunity., HCL Tech has the highest leverage to this opportunity among Indian players with what we estimate to be a 30 percent revenue exposure., HCL Tech will also benefit from a pick-up in Digital transformation spends on both services (Mode-2) and products (Mode-3). This will likely help the company deliver growth outperformance in an industry that will likely see growth acceleration of 300-400bps after delivering 6-8 percent organic growth over FY15-FY20., The brokerage values HCL Tech at a target P/E of 18.8 times September 2022E EPS, which is at a 25 percent discount to the target P/E multiple of TCS., Hindustan Unilever (HUL) | Buy | LTP: Rs 2,188 | Target price: Rs 2,555 | Upside: 17%, The brokerage firm believes that HUL offers the best earnings growth visibility in the large-cap Indian consumer space, justifying premium valuation even though return ratios have dropped due to the impact of the merger., Sun Pharmaceutical Industries | Buy | LTP: Rs 514 | Target price: Rs 618 | Upside: 20%, The brokerage believes the US business for Sun Pharma (excluding Taro Pharmaceuticals and Dusa Pharmaceuticals) should start growing as 92 ANDAs (abbreviated new drug applications) and 6 NDAs, which are pending approval, gradually start reflecting in incremental revenues., Price erosion in base business is unlikely to be painful as the same is now commoditised with a median competitive intensity of eight players across its marketed ANDA portfolio., In addition to complex ANDAs, Sun Pharma is also aggressively developing value-added generic drugs that are targeting the following segments: 1) Patients suffering from dysphagia. 2) Dosing convenience. 3) Improved health care administration., The domestic business should deliver a low double-digit growth and outpace the Indian pharmaceutical market driven by its large exposure to the chronic segment. the brokerage said., UltraTech Cement | Buy | LTP: Rs 4,890.25 | Target price: Rs 5,640 | Upside: 15%, Over the last 2 years, UltraTech has acquired Binani Cement (renamed as UltraTech Nathdwara) as well as Century Textile’s Cement division., For Q2FY21, Century’s EBITDA/mt was in excess of Rs 700 and capacity utilization at 68 percent. Ultratech Nathdwara’s capacity utilisation stood at 60 percent and EBITDA/mt at more than Rs 1,500., ""We are building in 5 percent/7 percent/16 percent CAGR in revenue/EBITDA/PAT for the company over FY20- FY23E,"" said the brokerage., Analyst: Narendra Solanki, Head- Equity Research (Fundamental), Anand Rathi Shares & Stock Brokers, Dr.Reddy's Laboratories | Buy | LTP: Rs 4,875.60 | Target price: Rs 6,012 | Upside: 23%, Dr. Reddy’s offers an array of the portfolio of products and services, including APIs, custom pharmaceutical services, generics, biosimilars and differentiated formulations., As of now, 101 generic filings are pending for approval with the USFDA comprising 99 abbreviated new drug applications (ANDAs) and 2 NDAs., Also, the company expects 28 filings to have first to file status., In a major development, the company settled litigation with Celgene, relating to patents for REVLIMID Capsules. Celgene has agreed to provide Dr.Reddy’s with a license to sell volume-limited amounts in the US post-March 2022 and without volume limitation beginning on Jan 31, 2026, subject to regulatory approval., The latest settlement provides significant revenue opportunities to the company in the $7.6 billion REVLIMID market with few players., The company remains on track to launch over 25 new products including some niche and limited competition products in its North America Generics business in FY21., ""While the company should benefit from the gradual price stabilization in US business, we expect growth across markets driven by an increase in volume and continued new launches,"" said the analyst., Also, recent market developments signal the potential for the expansion of its API business. The analyst is optimistic given the company’s strong balance sheet and management's focus on building a healthy product pipeline, improving efficiency, controlling costs and streamlining operations., Hero MotoCorp | Buy | LTP: Rs 3,105 | Target price: Rs 3,653 | Upside: 18%, The two-wheeler industry is witnessing high demand due to the lack of public transport availability & social distancing norms in place due to COVID-19., The company is currently operating at nearly 100 percent production capacity with almost all customer touchpoints open., With the peak festival season coming up in the months of October and November, the company’s management is positive about achieving high sales numbers with the help of positive consumer sentiments., ""With the improvement in demand and improving macro-economic data especially from rural areas, we believe the auto 2-wheeler industry is set to bounce back faster and Hero Moto being a market leader in its segment should also benefit in medium-term,"" said the analyst., Bharti Airtel | Buy | LTP: Rs 479.90 | Target price: Rs 625 | Upside: 30%, The analyst believes Bharti Airtel is poised for decent ARPU growth for India Mobile business though there might be some short term impact on 4G subscriber additions., Revenue prospects look promising with improving performance in the Africa business. Further, with revenue market share gain and decent network capacity compared to peers, the company is well placed for long term growth in the telecom space., The company remains focused on expanding networks, extending coverage particularly in rural areas, along with continued investments in data centers, home broadband and other lines of business., The company is also refarming almost all of its spectrum, hence all 3G spectrum is moving to 4G., The management expects moderation of CAPEX in FY21 compared to FY20. Recently, the company inked a deal with a global investment firm, The Carlyle Group, under which the latter will invest US$235 million in Nxtra Data Limited, a wholly-owned subsidiary of Bharti Airtel engaged in the data center business., The company looks to benefit from this investment given Carlyle’s prior experience in data centre ownership through investments in Coresite in the US and Itconic in Spain., HDFC Life Insurance Company | Buy | LTP: Rs 635.55 | Target price: Rs 685 | Upside: 8%, Life insurance has emerged as an important avenue for both protection as well as long-term savings products., The management stated that the company has been experiencing growth in renewal with normalization being witnessed in premium collection rates., The company reported a 34.8 percent year-over-year increase in gross premium to Rs 10,182.5 crore in Q2FY21, driven by strong growth in new business premium as well as renewal premium., As of September 30, 2020, the Assets Under Management (AUM) stood at Rs 150.6 crore, increasing 15 percent YoY., The company’s market share in terms of Individual Weighted received premium (WRP) grew by 235bps to 17.5 percent., Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.",no time
2,https://www.moneycontrol.com/news/stocks-views/samvat-2077-|-samco-securities-suggests10-stocks-for-rocket-portfolio_14491481.html,Samvat 2077 | Samco Securities suggests these 10 stocks for rocket portfolio,"The Indian equity market has witnessed strong gains in Samvat 2076 and Samvat 2077 now looks much brighter, thanks to signs of economic recovery and encouraging reports of the COVID-19 vaccine., Experts point out that growth is likely to come back strongly looking at the high-frequency indicators., On the front of the COVID-19 vaccine, media reports suggest there are some ten COVID vaccine candidates in phase 3 trials, and vaccination can be expected by early 2021., While the road ahead looks brighter, analysts and brokerages advise being prudent while picking stocks., Here are 10 stocks suggested by brokerage firm Samco Securities for Samvat 2077. Take a look:, HDFC Life Insurance, HDFC Life is a strong contender in the life insurance space and even after a weak Q1 performance with a 30 percent decline in premiums, HDFC Life surpassed its peers with a stellar 21 percent year-on-year (YoY) increase in new premiums in the second quarter., As a front-runner in the protection segment through its Banca channel, HDFC Life is efficiently leveraging its first-mover advantage., Favorable product mix and repricing of protection products have also aided in margin expansion. Amidst the pandemic, a 25-26 percent margin guidance for FY21 by the management seems achievable, hence HDFC Life could be a strong compounding story., Moreover, its moat lies in the powerful brand, qualified management, strong return and persistency ratios, improved solvency ratio and higher operating ROEV., Pidilite Industries, Pidilite Industries is the leader in the domestic market for adhesives, sealants and construction chemicals., Its product portfolio has high recall among consumers which enables a strong market leadership and demand for brands such as Fevicol, Dr.Fixit and Fevikwik., A recent acquisition of the maker of Araldite is further expected to strengthen its leadership in the adhesive space. The huge scope of growth from the construction chemicals industry builds confidence in Pidilite's future outlook., A unique moat enables it to deliver robust financial performance with 18 percent CAGR growth in PAT over 5 years and rich cash flow generation with OCF at Rs 1,280 crore and FCF at Rs 827 crore seen in FY20., Overall, a well-rounded company with an identifiable brand presence and robust financials make Pidilite Industries a wealth generator for investors., Bharat Rasayan, When most industries were impacted due to lockdowns, a few agri-businesses managed to escape. Bharat Rasayan, a leading maker of technical-grade pesticides in India, is one of them., As farming-related activities continued, demand for pesticides continued to remain strong which allowed the company to maintain robust operating margins in the range of 18-23 percent., It has also delivered an exemplary revenue CAGR of 23 percent over the past 5 years with strong cash flow generation., Bharat Rasayan is expected to grow at the current pace given the growing market opportunity and superior R&D capabilities facilitating innovation and high margin product development., Even amidst a challenging scenario, it has a strong product portfolio, vast distribution network and brand equity which enable steady performance., All these factors coupled with attractive valuations enable strong returns to shareholders., Larsen & Toubro, The lockdown impacted its core engineering business but the IT business flourished as digitization and cloud-adaptation became the norm for companies globally, resulting in strong financial performance from this segment., What guides L&T's future is its magnificent order book including a Rs 24,985 crore deal for developing a 237km-line for Mumbai-Ahmedabad bullet train with long-term revenue prospects., The stock has taken quite the battering which makes it attractive from a valuation perspective and very limited scope for further downside., Attractive margins, stable free cashflows, robust order book, recovery in engineering business and large opportunities from the defence segment make L&T a compelling addition to the portfolio., Bharti Airtel, In the telecom sector's largely duopoly environment, Bharti is well-positioned to serve the premium end of the subscriber base and continues to gain market share in top-end subscribers, driving superior ARPUs., The recently concluded fundraising of Rs 550 crore via QIP/rights issue and a stake sale of the Africa business aided in making its balance sheet resilient to stressful times., Bharti can also consider monetizing its 53.51 percent stake in Bharti Infratel in the future to invest in 5G and future technologies., With a sound business model of a partnership approach rather than an ownership approach, Bharti can leverage its growing partner ecosystem to build digital assets and compete against the mightyReliance Jio., With rising ARPUs, robust EBITDA performance, contained debt levels, a large asset base, Bharti seems to be in a sweet spot with a strong growth outlook from an investment perspective., Kotak Mahindra Bank, This bank has always maintained a very conservative stance and its actions such as providing for nearly 177 percent of its total net NPA reflect the same conservative approach which seems adequate amidst a contracting economy., Going forward, the management aims to focus on its asset engine for growth while maintaining a resilient capital position., Not only does Kotak have robust NIMs, comfortable asset quality and a top-notch liability franchise, it also has adequate margin levers. RBI's ruling on the restructuring of loans and deferment in reporting NPLs post-August will surely delay the true asset deterioration but even then Kotak seems to have an upper hand in managing its assets well with prudent risk management., It seems to be hitting all the right nerves to be regarded as a strong contender to ride the COVID wave., HDFC, This NBFC mammoth has a long-standing track record of operations, adequate capitalisation levels, strong resource raising ability, stringent underwriting standards and top-notch risk management procedures., Despite facing a hard hit in its retail lending business due to national lockdowns, HDFC has efficiently managed to bring about recovery in its numbers this quarter., In fact, the disbursements in October 2020 were the second-highest in HDFC's history., The environment down the road seems conducive for the housing finance sector given the low-interest rates, softer property prices, reduction in stamp duty in certain states and inherent strong demand for home loans and HDFC seems to be in a comfortable liquidity position to benefit from these macros. It is undoubtedly a strong brand to hold in an investor's portfolio., Dixon Technologies, Dixon Tech is India's largest electronic manufacturing player and is currently witnessing a confluence of rising demand, import substitution and booster in the form of the PLI Scheme by the Government., Under the scheme, the company will get an incentive of 4 percent to 6 percent on incremental sales of goods manufactured in the country. The management also expects an eight-fold jump in its mobile revenues in FY22., Dixon is currently in the growth phase and undergoing an aggressive scale-up across product segments. This along with a backward integration model, fungible capacities and a focused approach will drive its growth going ahead., Being the only listed EMS player in the organized space, Dixon is richly valued however with a strong order book and a leaner working capital cycle, growth is expected to meet expectations in the upcoming quarters.Hence, Dixon can be looked at from a portfolio perspective., Marico, Marico is a robust FMCG player and one of the major beneficiaries of the unprecedented rise in the in-home consumption of products during the first half of FY21., With double-digit growth in its India business in Q2 and strong momentum in its Parachute, Saffola and other major brands, the company is on its path to deliver strong growth, especially from rising rural demand., On an international front, its Bangladesh business is clocking hefty volumes and the company also plans to replicate the same strategy in Vietnam., In the medium-term, Marico aims to deliver a mix of healthy top and bottom-line growth with 19-20 percent operating margins., All these factors bode well for shareholders who have been receiving an average ROE of 35 percent in the past 5 years and a dividend yield of 1.8 percent., Considering all the tailwinds, Marico seems like a good fit from an investment perspective., Ambuja Cements, Ambuja combined with ACC and the Holcim group is the second-largest cement player in India with an individual capacity of 29.7 MT., It has a stronghold in the North and Central markets and a respectable presence in the eastern markets which was the least impacted by the pandemic., Compared to ACC and Ultratech, Ambuja fared better in its Q2 realization levels. Moreover, the company has also undergone stringent cost-cutting measures to deliver efficient operational performance., Its next leg of growth consists of adding new capacities at Marwar and expansion in the central region., With the infra boost by the government, Ambuja seems to be well-placed to ramp-up a few orders and boost sales., To summarize, Ambuja is a cheaply valued stock trading at a one-year forward EV/EBITDA of 7 times with strong potential to benefit from the upcoming infra boom in India., Disclaimer: The views and investment tips expressed by experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.",no time
3,https://www.moneycontrol.com/news/business/signsgood-times-life-insurers-see-32-growthnew-premiumoctober-non-life-insurers-see-green-shoots_14480021.html,Signs of good times: Life insurers see 32% growth in new premium in October; non-life insurers see green shoots,"With the unlock phase being implemented across the country amidst the coronavirus pandemic, the phase of de-growth in life and general insurance sector is over., Data from Insurance Regulatory and Development Authority of India (IRDAI) showed that life insurers had a 31.9 percent year-on-year (YoY) growth in new premiums at Rs 22,776 crore in October 2020., Here, Life Insurance Corporation of India (LIC) beat the industry by posting YoY growth of 36.1 percent at Rs 15,548 crore in October. Private insurers, on the other hand, posted YoY growth of 23.6 percent at Rs 7,228 crore., Among the listed players, HDFC Life Insurance saw a 56 percent YoY growth in new premium at Rs 1,658.8 crore in October. ICICI Prudential Life Insurance had a 6 percent YoY growth in new premium at Rs 990.2 crore in October, while SBI Life posted 11.8 percent YoY growth in first-year premium at Rs 1,591 crore., General insurers start seeing green shoots, While the non-life insurers posted flat growth in October, segments like health insurance continued to lead the segment-wise growth for companies., The non-life industry saw gross premiums of Rs 15,855.1 crore for October, down 0.4 percent YoY. However, health insurers led the pack with 32.3 percent YoY growth in gross premium collection in October., Among the listed players, ICICI Lombard posted 10.2 percent YoY growth in gross premium for October at Rs 1,502.84 crore., The largest non-life insurer New India Assurance posted a 20.2 percent drop in gross premium to Rs 2,002.36 crore in October., Overall, the non-life industry saw a 1.11 percent YoY growth in gross premiums in the April 1 to October 31 period (FY21) at Rs 1.12 lakh crore, compared to a year ago.",no time
4,https://www.moneycontrol.com/news/recommendations/buy-hdfc-life-insurance-company-targetrs-685-anand-rathi_14457241.html,Buy HDFC Life Insurance Company; target of Rs 685: Anand Rathi,"Anand Rathi 's research report on HDFC Life Insurance Company, HDFC Life Insurance Company Ltd. reported 34.8% year-over-year (y/y) increase in gross premium to ₹101,825 million in Q2FY21, driven by strong growth in new business premium as well as renewal premium. Net premium income (net of reinsurance) grew 34.9% y/y to ₹100,567 million in the quarter.  The quarter witnessed higher commission expenses along with increases in benefits paid and change in actuarial liabilities. Consolidated profit after tax increased 6.1% y/y to ₹3,278 million as new business strain was offset by continued profit from back book.  13th month persistency rate improved to 88% in the reported quarter compared to 87% in Q2FY20 while 61st month persistency rate remained stable at 53%.  As of Sep 30, 2020, the Assets under Management (AUM) stood at ₹1,506 billion, increasing 15% y/y. The debt:equity mix stands at 67:33 with almost 97% debt investments are in G-Secs and AAA bonds as on Sep 30, 2020., Outlook, We have incorporated latest quarterly numbers and have revised our estimates for the company. We believe HDFC Life is well positioned for long term growth given its strong market position, solid product portfolio with lower ULIP mix and increasing protection business, diversified distribution network, healthy capital position and favorable traits in the domestic life insurance industry. We continue to remain positive on the company with a BUY rating and a target price of ₹685 per share., For all recommendations report, click here, Disclaimer: The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions., ,  Read More",no time
5,https://www.moneycontrol.com/news/stocks-views/hot-stocks-|-here39shdfc-lifebajaj-financetwo-buy-calls-for-short-term_14453121.html,Hot Stocks | Here's why HDFC Life and Bajaj Finance are two buy calls for short term,", Indian markets began this week on a positive note with Bank Nifty taking the lead with whopping gains of more than 7 percent so far this week, supported by a sharp surge in HDFC and Bajaj twins along with positive moves witnessed by Axis Bank, ICICI Bank and IndusInd Bank., However, on the derivatives front, tug of war among bulls and bears kept the markets shaky on the back of mixed cues from the global front., Nevertheless, volatility is likely to grip the market in the coming sessions as well as on the back of the US election results., The technical setup, however, suggests that bias is likely to remain in favour of bulls as Bank Nifty is continuously holding above the key levels of 25,200., Nifty also looks positive as long as it manages to hold above 11,500. On the higher side, a decisive move above 11,900 levels would add further follow up buying in the index which could take Nifty towards 12,150 to 12,200 levels in the coming sessions., Here are two buy calls for the next 3-4 weeks:, HDFC Life Insurance Company | LTP: Rs 599 | Target price: Rs 644 | Stop loss: Rs 560 | Upside: 7.5%, For the last three months, the stock has been consistently moving lower in a downward sloping channel with the formation of the lower high and lower bottom patterns., However, this week the stock has once again moved back above its short-term moving averages with a breakout above the falling trend line of the sloping channel., The breakout can be seen with rising volumes and positive divergences on secondary oscillators., Bajaj Finance | LTP: Rs 3,483.90 | Target price: Rs 3,835 | Stop loss: Rs 3,200 | Upside: 10%, After testing the levels of Rs 3,749 in early September, the stock slid sharply towards Rs 3,006 levels and thereafter it recovered and managed to surpass its 100-day exponential moving average on weekly charts., On the daily charts as well, the stock is continuously holding above its 200-day exponential moving average which is placed at Rs 3,260 levels., For the last five weeks, the has stock has been consolidating within the range of Rs 3,100-3,500., However, this week we have observed a fresh breakout on the charts along with positive divergences on secondary oscillators., The additional volumes with rising prices suggest the next upswing in the prices., (The author is Senior Technical Analyst at SMC Global Securities), Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.",no time
6,https://www.moneycontrol.com/news/recommendations/buy-hdfc-life-insurance-company-targetrs-660-geojit_14421801.html,Buy HDFC Life Insurance Company; target of Rs 660: Geojit,"Geojit's research report on HDFC Life Insurance Company, HDFC Life Insurance Co. Ltd, a joint venture between HDFC Ltd. and Standard Life Aberdeen, provides insurance services and was listed on BSE on 17th November 2017. The issuer offers protection for life, health, properties and automobile, amongst others. Gross premium income rose 34.8% YoY in Q2FY21 driven by renewal premiums (+20.8% YoY) and single premium (+65.5% YoY). Company sold more than 4.4 lac policies, recorded strong growth of ~6% YoY. PAT rose 5.6% YoY to Rs. 326cr. Also, new business margin (NBV) improved 20bps to 25.6% in Q2FY21 supported by balanced product mix and cost control initiatives. The company’s solvency ratio expanded to 203% from 192% in H1FY20. Company’s market share for Individual weighted received premium (WRP) expanded 230 bps to 17.5% for H1FY21., Outlook, Strong product mix and APE (Annualized Premium Equivalent) growth in individual protection segment along with improvement in premiums through digital payments should help performance. Hence, we upgrade our rating to BUY with a revised target price of Rs. 660 based on 4.5x FY22E Embedded Value per share., For all recommendations report, click here, Disclaimer: The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions., ,  Read More",no time
7,https://www.moneycontrol.com/news/recommendations/buy-hdfc-life-insurance-company-targetrs-704-krchoksey_14393661.html,Buy HDFC Life Insurance Company; target of Rs 704 KRChoksey,"KRChoksey's research report on HDFC Life Insurance Company, Total Gross Written Premium (GWP) grew 34.8% YoY/73.7% QoQ on the back of strong new business and healthy renewals. HDFC Life market share (on New Business Premium (NBP) basis) grew 235 bps to 18% from 15% in H1FY21. Its market share among private players is 27.4%. In Q2FY21, channel mix on NBP basis is 60% for bancassurance channel, 13% for agency channel, 6% for brokers and 21% for direct. All channel except direct gained by 100 bps at the cost of direct. Solvency ratio rose to 203% on account of Sub debt of INR 600 Cr and improved equity markets. Net worth improved by 23%YoY to INR 7,790 Cr. Embedded Value increased to INR 23,330 Cr, higher by 16% YoY., Outlook, The franchise, product and distribution culminates into high quality growth prospects, commanding higher valuation premium. We assign a 4.6x P/EV on FY22E EVPS of INR 151.3 and a higher VNB multiple of 48x on FY22E to arrive at a weighted average TP of INR 704 per share for HDFC Life (50:50 weights on the P-EV and appraisal value methodology); indicating an upside of 23.4% over CMP. Accordingly, we reiterate “BUY” rating on the shares of HDFC Life., For all recommendations report, click here, Disclaimer: The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions., ,  Read More",no time
8,https://www.moneycontrol.com/news/recommendations/reduce-hdfc-life-insurance-company-targetrs-533-prabhudas-lilladher_14389701.html,Reduce HDFC Life Insurance Company; target of Rs 533: Prabhudas Lilladher,"Prabhudas Lilladher's research report on HDFC Life Insurance Company, HDFC Life’s APE showed strong recovery in Q2 with growth of 25% YoY although on back of a strong growth in group business. On H1FY21 basis APE still remained in negative terrain with de-growth of 4%. Margins improved from Q1 levels by 120-130bps to 25.1% due to higher mix & growth in protection/Par and group business, although margins levers were still not showing full reflection. If put otherwise operating leverage has not played out with fixed cost still higher than APE growth. Operating ratios have held up with opex being benign but commissions up in line with business and variances have remained steady., Outlook, We believe, company has able to manage growth & mix in a balanced way along with steady margins, although structural margin levers are still not visible yet for material upgrade. We retain REDUCE with TP of Rs533 (unchanged) based on 3.4x Sep-22 EV., For all recommendations report, click here, Disclaimer: The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions., ,  Read More",no time
9,https://www.moneycontrol.com/news/recommendations/accumulate-hdfc-life-insurance-company-targetrs-644-dolat-capital-market_14386541.html,Accumulate HDFC Life Insurance Company; target of Rs 644: Dolat Capital Market,"Dolat Capital Market's research report on HDFC Life Insurance Company, HDFCLIFE reported a strong set of numbers with GWP increasing 35% YoY to Rs 102bn in Q2FY21. Renewal premium collection continued to be strong, up 21% YoY to Rs 43bn. APE growth was robust at 21% YoY to Rs 21.4bn driven primarily by the savings business, which grew 27% YoY to Rs. 18.9bn. We expect HDFCLIFE to continue to outpace the private players going forward. Growth in the savings portfolio was led by the Sanchay Par product which saw strong demand through the bancassurance and agency channel. HDFCLIFE’s market share within HDFC bank stood at ~70% during the quarter. We expect the savings APE to grow ~10% in FY21. 1HFY21 growth was flat at ~2%. In the current lower interest rate environment, we expect non-par guaranteed products and the sanchay par products to be the key drivers. Protection APE de-grew ~10% YoY to Rs 2.5bn led by the continuous fall in the credit protect portfolio (down ~36% YoY in Q2FY21). Retail protection APE grew by ~33% YoY to Rs 1.4bn during the quarter. Sequentially, however, credit protect saw improving trends and the growth in this segment could revive by Q3FY21 as most partners are seeing disbursement levels at ~90% of FY20. APE growth coupled with improving business mix towards non-linked segment resulted in the VNB margin improving 130bps to 25.6%. Overall VNB grew by ~22% YoY to Rs 5.5bn. We expect VNB margin to remain flat at 25.8% for FY21., Outlook, Following the continuous strong performance and better outlook, we revise our estimates and recommendation for HDFCLIFE to “Accumulate” from “Reduce” in Q1FY21. We value HDFCLIFE at 3.9x FY22E EV with an unchanged target price of Rs. 644., For all recommendations report, click here, Disclaimer: The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions., ,  Read More",no time
